gene_id	chr	gene_name	length	type
ENSG00000169047.5	chr2	IRS1	9953	protein_coding
ENSG00000272622.1	chr2	RP11-395N3.2	584	lincRNA
ENSG00000261379.1	chr2	RP11-395N3.1	1026	sense_intronic
ENSG00000144468.15	chr2	RHBDD1	6926	protein_coding
ENSG00000212391.1	chr2	SNORA48	134	snoRNA
ENSG00000081052.11	chr2	COL4A4	9895	protein_coding
ENSG00000221608.1	chr2	AC079235.1	116	miRNA
ENSG00000169031.17	chr2	COL4A3	9124	protein_coding
ENSG00000236432.6	chr2	AC097662.2	3652	antisense
ENSG00000168958.18	chr2	MFF	6150	protein_coding
ENSG00000168955.3	chr2	TM4SF20	2757	protein_coding
ENSG00000266382.1	chr2	MIR5703	56	miRNA
ENSG00000173744.16	chr2	AGFG1	9321	protein_coding
ENSG00000042304.9	chr2	C2orf83	2087	protein_coding
ENSG00000236116.1	chr2	AC064853.2	540	sense_intronic
ENSG00000250599.1	chr2	AC064853.3	1139	unprocessed_pseudogene
ENSG00000135917.12	chr2	SLC19A3	5329	protein_coding
ENSG00000252346.1	chr2	RNA5SP121	101	rRNA
ENSG00000226718.1	chr2	SNRPGP8	226	processed_pseudogene
ENSG00000229172.1	chr2	AC073065.3	2866	processed_pseudogene
ENSG00000115009.10	chr2	CCL20	1343	protein_coding
ENSG00000183514.4	chr2	TDGF1P2	562	processed_pseudogene
ENSG00000123977.8	chr2	DAW1	2933	protein_coding
ENSG00000272237.1	chr2	SNORA25	114	snoRNA
ENSG00000153820.11	chr2	SPHKAP	7009	protein_coding
ENSG00000200281.1	chr2	RNU6-624P	107	snRNA
ENSG00000203387.2	chr2	AC074019.2	1096	processed_pseudogene
ENSG00000232023.2	chr2	AC009410.1	676	lincRNA
ENSG00000228226.1	chr2	AC074019.1	427	lincRNA
ENSG00000237322.1	chr2	RPL7L1P10	463	processed_pseudogene
ENSG00000153823.17	chr2	PID1	3364	protein_coding
ENSG00000226297.1	chr2	AC007677.2	515	processed_pseudogene
ENSG00000253006.1	chr2	RN7SKP283	270	misc_RNA
ENSG00000187957.7	chr2	DNER	3935	protein_coding
ENSG00000238782.1	chr2	RNU7-9P	62	snRNA
ENSG00000235993.1	chr2	AC007559.1	355	processed_pseudogene
ENSG00000153827.12	chr2	TRIP12	12594	protein_coding
ENSG00000222344.1	chr2	RNU6-613P	108	snRNA
ENSG00000153832.10	chr2	FBXO36	3945	protein_coding
ENSG00000252333.1	chr2	RNU6-964P	69	snRNA
ENSG00000231534.1	chr2	FBXO36-IT1	582	sense_intronic
ENSG00000206725.1	chr2	RNU6-1027P	107	snRNA
ENSG00000278076.1	chr2	AC009973.1	52	miRNA
ENSG00000163053.9	chr2	SLC16A14	4946	protein_coding
ENSG00000199400.1	chr2	RNY4P19	96	misc_RNA
ENSG00000225963.6	chr2	AC009950.2	3734	antisense
ENSG00000135899.15	chr2	SP110	6865	protein_coding
ENSG00000280755.1	chr2	SP110	1668	protein_coding
ENSG00000079263.17	chr2	SP140	5582	protein_coding
ENSG00000185404.15	chr2	SP140L	5650	protein_coding
ENSG00000279964.1	chr2	RP11-69J7.1	1830	TEC
ENSG00000067066.15	chr2	SP100	12618	protein_coding
ENSG00000243650.3	chr2	RN7SL834P	286	misc_RNA
ENSG00000250011.1	chr2	HMGB1P3	616	processed_pseudogene
ENSG00000235419.4	chr2	AC010149.4	692	antisense
ENSG00000183022.5	chr2	TPM3P8	643	processed_pseudogene
ENSG00000199791.1	chr2	RNU6-451P	107	snRNA
ENSG00000226125.1	chr2	AC098823.3	2609	lincRNA
ENSG00000135932.9	chr2	CAB39	5360	protein_coding
ENSG00000237758.1	chr2	BANF1P3	261	processed_pseudogene
ENSG00000201044.1	chr2	RNU6-268P	107	snRNA
ENSG00000270891.1	chr2	RP11-499P1.1	477	processed_pseudogene
ENSG00000135916.14	chr2	ITM2C	2611	protein_coding
ENSG00000232520.1	chr2	AC012507.3	2265	antisense
ENSG00000135898.8	chr2	GPR55	4130	protein_coding
ENSG00000230385.1	chr2	AC012507.4	600	antisense
ENSG00000235013.1	chr2	COX20P2	358	processed_pseudogene
ENSG00000238062.4	chr2	SPATA3-AS1	3693	lincRNA
ENSG00000173699.14	chr2	SPATA3	2066	protein_coding
ENSG00000204128.5	chr2	C2orf72	3851	protein_coding
ENSG00000261829.1	chr2	RP11-223I10.1	598	sense_overlapping
ENSG00000173692.11	chr2	PSMD1	5187	protein_coding
ENSG00000135914.5	chr2	HTR2B	2246	protein_coding
ENSG00000201574.1	chr2	RNU1-93P	169	snRNA
ENSG00000135931.16	chr2	ARMC9	9661	protein_coding
ENSG00000237039.1	chr2	AC018738.2	210	processed_pseudogene
ENSG00000263641.1	chr2	MIR4777	86	miRNA
ENSG00000224376.1	chr2	AC017104.6	1597	processed_transcript
ENSG00000156966.6	chr2	B3GNT7	3806	protein_coding
ENSG00000172799.5	chr2	ZBTB8OSP2	504	processed_pseudogene
ENSG00000230047.1	chr2	AC017104.4	321	processed_pseudogene
ENSG00000233538.1	chr2	AC017104.2	568	lincRNA
ENSG00000115053.14	chr2	NCL	6929	protein_coding
ENSG00000206885.1	chr2	SNORA75	137	snoRNA
ENSG00000281035.1	chr2	AC017104.3	141	miRNA
ENSG00000207280.1	chr2	SNORD20	80	snoRNA
ENSG00000202400.1	chr2	SNORD82	70	snoRNA
ENSG00000263774.1	chr2	AC017104.1	86	miRNA
ENSG00000223198.1	chr2	RNU2-22P	212	snRNA
ENSG00000181798.2	chr2	LINC00471	1282	lincRNA
ENSG00000171596.6	chr2	NMUR1	3298	protein_coding
ENSG00000231494.1	chr2	AC104634.3	462	processed_pseudogene
ENSG00000228884.2	chr2	AC104634.2	464	processed_pseudogene
ENSG00000177673.3	chr2	C2orf57	1383	protein_coding
ENSG00000239202.3	chr2	RN7SL499P	276	misc_RNA
ENSG00000187514.13	chr2	PTMA	3378	protein_coding
ENSG00000277986.1	chr2	U4	123	snRNA
ENSG00000156973.12	chr2	PDE6D	2850	protein_coding
ENSG00000253084.2	chr2	RNU6-840P	64	snRNA
ENSG00000281072.1	chr2	AC073476.1	72	pseudogene
ENSG00000144524.16	chr2	COPS7B	6066	protein_coding
ENSG00000237641.1	chr2	RP11-690I21.1	407	processed_pseudogene
ENSG00000261096.1	chr2	RP11-690I21.2	2507	sense_overlapping
ENSG00000260622.1	chr2	RP11-690I21.3	497	processed_pseudogene
ENSG00000222246.1	chr2	MIR1471	57	miRNA
ENSG00000163273.3	chr2	NPPC	1071	protein_coding
ENSG00000144535.18	chr2	DIS3L2	11337	protein_coding
ENSG00000227033.1	chr2	AC105461.1	391	antisense
ENSG00000207626.1	chr2	MIR562	95	miRNA
ENSG00000251485.1	chr2	AC068134.10	788	processed_pseudogene
ENSG00000230122.1	chr2	ECEL1P3	737	unprocessed_pseudogene
ENSG00000275157.1	chr2	RP11-762N20.1	122	unprocessed_pseudogene
ENSG00000163283.6	chr2	ALPP	3059	protein_coding
ENSG00000224516.4	chr2	AC068134.8	680	antisense
ENSG00000244280.1	chr2	ECEL1P2	1708	transcribed_unprocessed_pseudogene
ENSG00000163286.6	chr2	ALPPL2	2493	protein_coding
ENSG00000204121.2	chr2	ECEL1P1	1742	unprocessed_pseudogene
ENSG00000237087.1	chr2	AC068134.6	576	lincRNA
ENSG00000223788.4	chr2	DIS3L2P1	559	unprocessed_pseudogene
ENSG00000163295.4	chr2	ALPI	2632	protein_coding
ENSG00000171551.10	chr2	ECEL1	2972	protein_coding
ENSG00000237412.5	chr2	PRSS56	2390	protein_coding
ENSG00000135902.8	chr2	CHRND	3132	protein_coding
ENSG00000196811.10	chr2	CHRNG	2615	protein_coding
ENSG00000221944.4	chr2	TIGD1	2625	protein_coding
ENSG00000135930.12	chr2	EIF4E2	7177	protein_coding
ENSG00000266620.1	chr2	MIR5001	100	miRNA
ENSG00000237126.7	chr2	AC073254.1	3725	antisense
ENSG00000115468.10	chr2	EFHD1	3052	protein_coding
ENSG00000244384.3	chr2	RN7SL359P	288	misc_RNA
ENSG00000204120.13	chr2	GIGYF2	13416	protein_coding
ENSG00000213055.3	chr2	EEF1B2P7	676	processed_pseudogene
ENSG00000241409.1	chr2	AC064852.4	851	3prime_overlapping_ncrna
ENSG00000115474.6	chr2	KCNJ13	2977	protein_coding
ENSG00000252452.1	chr2	RNU6-107P	102	snRNA
ENSG00000199781.1	chr2	Y_RNA	99	misc_RNA
ENSG00000182600.8	chr2	C2orf82	3698	protein_coding
ENSG00000066248.13	chr2	NGEF	4678	protein_coding
ENSG00000222001.2	chr2	AC106876.2	813	processed_transcript
ENSG00000115488.3	chr2	NEU2	1143	protein_coding
ENSG00000168918.12	chr2	INPP5D	8681	protein_coding
ENSG00000263941.2	chr2	RN7SL32P	281	misc_RNA
ENSG00000085978.20	chr2	ATG16L1	6047	protein_coding
ENSG00000252010.1	chr2	SCARNA5	276	scaRNA
ENSG00000251791.1	chr2	SCARNA6	265	scaRNA
ENSG00000130561.15	chr2	SAG	11885	protein_coding
ENSG00000259793.1	chr2	RP11-400N9.1	2285	antisense
ENSG00000077044.8	chr2	DGKD	9771	protein_coding
ENSG00000201013.1	chr2	Y_RNA	113	misc_RNA
ENSG00000085982.12	chr2	USP40	9352	protein_coding
ENSG00000271639.1	chr2	RP11-289A15.1	1551	processed_pseudogene
ENSG00000228949.1	chr2	UGT1A12P	853	unprocessed_pseudogene
ENSG00000227846.1	chr2	UGT1A11P	849	unprocessed_pseudogene
ENSG00000242366.3	chr2	UGT1A8	2407	protein_coding
ENSG00000242515.4	chr2	UGT1A10	3157	protein_coding
ENSG00000234143.1	chr2	UGT1A13P	762	unprocessed_pseudogene
ENSG00000241119.1	chr2	UGT1A9	2416	protein_coding
ENSG00000244122.2	chr2	UGT1A7	4167	protein_coding
ENSG00000167165.17	chr2	UGT1A6	5180	protein_coding
ENSG00000224814.1	chr2	AC114812.8	663	antisense
ENSG00000240224.1	chr2	UGT1A5	2345	protein_coding
ENSG00000244474.4	chr2	UGT1A4	2522	protein_coding
ENSG00000233445.1	chr2	RPL17P11	544	processed_pseudogene
ENSG00000243135.4	chr2	UGT1A3	4449	protein_coding
ENSG00000248114.1	chr2	AC114812.9	730	unprocessed_pseudogene
ENSG00000227802.1	chr2	DNAJB3	1266	transcribed_processed_pseudogene
ENSG00000228445.1	chr2	UGT1A2P	866	unprocessed_pseudogene
ENSG00000248705.1	chr2	AC114812.10	757	unprocessed_pseudogene
ENSG00000178836.6	chr2	AC114812.5	1041	transcribed_processed_pseudogene
ENSG00000241635.6	chr2	UGT1A1	4467	protein_coding
ENSG00000185038.13	chr2	MROH2A	5730	protein_coding
ENSG00000123485.10	chr2	HJURP	3821	protein_coding
ENSG00000224287.2	chr2	MSL3P1	2278	transcribed_processed_pseudogene
ENSG00000279809.1	chr2	AC005538.3	1864	TEC
ENSG00000144481.15	chr2	TRPM8	7903	protein_coding
ENSG00000237581.1	chr2	AC005538.5	594	antisense
ENSG00000274951.1	chr2	AC005538.1	109	miRNA
ENSG00000072080.9	chr2	SPP2	1265	protein_coding
ENSG00000279218.1	chr2	RP11-263G22.1	2232	TEC
ENSG00000226442.2	chr2	AC006037.2	287	lincRNA
ENSG00000261298.1	chr2	RP11-309M7.1	1677	lincRNA
ENSG00000237784.1	chr2	AC097713.5	356	processed_pseudogene
ENSG00000228162.1	chr2	AC097713.3	562	lincRNA
ENSG00000231682.1	chr2	AC097713.4	538	lincRNA
ENSG00000232690.1	chr2	HSPE1P9	311	unprocessed_pseudogene
ENSG00000188042.7	chr2	ARL4C	4013	protein_coding
ENSG00000280744.1	chr2	LINC01173	331	lincRNA
ENSG00000278593.1	chr2	RP13-977E11.1	1748	unprocessed_pseudogene
ENSG00000235726.4	chr2	AC010148.1	2973	processed_transcript
ENSG00000130147.14	chr2	SH3BP4	7129	protein_coding
ENSG00000226542.1	chr2	AC114814.4	691	lincRNA
ENSG00000231032.1	chr2	AC114814.2	485	processed_pseudogene
ENSG00000235293.1	chr2	AC114814.3	663	lincRNA
ENSG00000157985.16	chr2	AGAP1	13898	protein_coding
ENSG00000235529.1	chr2	AGAP1-IT1	664	sense_intronic
ENSG00000222007.5	chr2	AC064874.1	600	antisense
ENSG00000228499.1	chr2	TMSB10P1	132	processed_pseudogene
ENSG00000238812.1	chr2	RNU7-127P	62	snRNA
ENSG00000264676.2	chr2	RN7SL204P	262	misc_RNA
ENSG00000207049.1	chr2	Y_RNA	102	misc_RNA
ENSG00000168505.6	chr2	GBX2	2315	protein_coding
ENSG00000233611.3	chr2	AC079135.1	1115	antisense
ENSG00000182177.12	chr2	ASB18	5436	protein_coding
ENSG00000200745.1	chr2	RNU1-31P	176	snRNA
ENSG00000132321.15	chr2	IQCA1	5975	protein_coding
ENSG00000270540.1	chr2	RP11-785G17.1	1543	antisense
ENSG00000232893.1	chr2	IQCA1-AS1	489	antisense
ENSG00000231546.1	chr2	RPL3P5	1232	transcribed_processed_pseudogene
ENSG00000144476.5	chr2	ACKR3	2258	protein_coding
ENSG00000232328.1	chr2	AC011286.1	1408	lincRNA
ENSG00000202341.1	chr2	RNU6-1051P	102	snRNA
ENSG00000124835.2	chr2	AC105760.3	2231	antisense
ENSG00000227252.1	chr2	AC105760.2	2341	antisense
ENSG00000198612.9	chr2	COPS8	4743	protein_coding
ENSG00000224844.1	chr2	AC107079.1	669	lincRNA
ENSG00000224132.2	chr2	AC112715.2	350	lincRNA
ENSG00000163359.14	chr2	COL6A3	19633	protein_coding
ENSG00000222022.1	chr2	AC112721.1	588	lincRNA
ENSG00000222032.1	chr2	AC112721.2	541	lincRNA
ENSG00000115648.12	chr2	MLPH	7514	protein_coding
ENSG00000277842.1	chr2	MIR6811	58	miRNA
ENSG00000222449.1	chr2	RNU6-1140P	106	snRNA
ENSG00000071677.1	chr2	PRLH	264	protein_coding
ENSG00000124839.11	chr2	RAB17	4783	protein_coding
ENSG00000234949.2	chr2	AC104667.3	1656	antisense
ENSG00000227107.1	chr2	AC096574.5	2057	lincRNA
ENSG00000124831.17	chr2	LRRFIP1	11901	protein_coding
ENSG00000177483.10	chr2	RBM44	6049	protein_coding
ENSG00000132329.9	chr2	RAMP1	1234	protein_coding
ENSG00000263723.1	chr2	SNORD39	79	snoRNA
ENSG00000184182.17	chr2	UBE2F	4238	protein_coding
ENSG00000258984.4	chr2	UBE2F-SCLY	3195	protein_coding
ENSG00000251971.1	chr2	RNU6-1333P	93	snRNA
ENSG00000132330.15	chr2	SCLY	11733	protein_coding
ENSG00000144488.13	chr2	ESPNL	5362	protein_coding
ENSG00000168427.8	chr2	KLHL30	3726	protein_coding
ENSG00000279484.1	chr2	KLHL30-AS1	3106	TEC
ENSG00000178752.14	chr2	FAM132B	3572	protein_coding
ENSG00000132323.7	chr2	ILKAP	4771	protein_coding
ENSG00000186235.9	chr2	AC016757.3	2906	processed_transcript
ENSG00000225057.2	chr2	AC096574.4	3890	processed_transcript
ENSG00000144485.9	chr2	HES6	2037	protein_coding
ENSG00000132326.10	chr2	PER2	6877	protein_coding
ENSG00000232306.1	chr2	AC012485.2	563	antisense
ENSG00000204104.10	chr2	TRAF3IP1	4617	protein_coding
ENSG00000202099.1	chr2	RNU6-234P	104	snRNA
ENSG00000065802.10	chr2	ASB1	7410	protein_coding
ENSG00000229915.1	chr2	AC016999.2	452	antisense
ENSG00000274346.1	chr2	RP11-40B20.1	556	unprocessed_pseudogene
ENSG00000225493.1	chr2	LINC01107	1975	lincRNA
ENSG00000234279.1	chr2	AC113618.1	553	lincRNA
ENSG00000224252.1	chr2	AC113618.2	285	processed_pseudogene
ENSG00000226992.1	chr2	AC144525.1	592	lincRNA
ENSG00000233608.3	chr2	TWIST2	1878	protein_coding
ENSG00000227744.4	chr2	FLJ43879	3489	lincRNA
ENSG00000211566.2	chr2	AC114788.1	83	miRNA
ENSG00000068024.15	chr2	HDAC4	13368	protein_coding
ENSG00000266109.1	chr2	MIR4440	98	miRNA
ENSG00000280528.1	chr2	AC017028.11	94	miRNA
ENSG00000265332.1	chr2	AC017028.5	94	miRNA
ENSG00000266360.1	chr2	AC017028.9	94	miRNA
ENSG00000263743.1	chr2	AC017028.1	94	miRNA
ENSG00000264103.1	chr2	AC017028.2	94	miRNA
ENSG00000264518.1	chr2	AC017028.3	94	miRNA
ENSG00000265979.1	chr2	AC017028.8	94	miRNA
ENSG00000264730.1	chr2	AC017028.4	94	miRNA
ENSG00000265891.1	chr2	AC017028.7	99	miRNA
ENSG00000264810.1	chr2	MIR4441	100	miRNA
ENSG00000265416.1	chr2	AC017028.6	100	miRNA
ENSG00000281838.1	chr2	AC017028.12	78	miRNA
ENSG00000280260.1	chr2	AC017028.10	264	protein_coding
ENSG00000265215.1	chr2	MIR4269	84	miRNA
ENSG00000264292.1	chr2	MIR2467	81	miRNA
ENSG00000222020.2	chr2	AC062017.1	613	antisense
ENSG00000196758.3	chr2	AC079612.1	3700	lincRNA
ENSG00000227459.1	chr2	AC079612.2	348	lincRNA
ENSG00000259889.1	chr2	RP11-315F22.1	583	lincRNA
ENSG00000220256.3	chr2	AC093802.1	3238	lincRNA
ENSG00000130414.10	chr2	NDUFA10	9517	protein_coding
ENSG00000264279.1	chr2	MIR4786	80	miRNA
ENSG00000182083.7	chr2	OR6B2	1492	protein_coding
ENSG00000221961.3	chr2	PRR21	1170	protein_coding
ENSG00000178586.4	chr2	OR6B3	996	protein_coding
ENSG00000231278.1	chr2	OR9S24P	403	unprocessed_pseudogene
ENSG00000213048.3	chr2	OR5S1P	951	unitary_pseudogene
ENSG00000172428.9	chr2	MYEOV2	2039	protein_coding
ENSG00000178602.6	chr2	OTOS	645	protein_coding
ENSG00000227479.1	chr2	AC124861.1	429	lincRNA
ENSG00000221412.1	chr2	AC124861.2	146	miRNA
ENSG00000276366.1	chr2	U3	228	snoRNA
ENSG00000063660.7	chr2	GPC1	6516	protein_coding
ENSG00000218416.4	chr2	PP14571	3235	processed_transcript
ENSG00000207611.1	chr2	MIR149	89	miRNA
ENSG00000144504.14	chr2	ANKMY1	11477	protein_coding
ENSG00000188542.8	chr2	DUSP28	3709	protein_coding
ENSG00000142327.10	chr2	RNPEPL1	7767	protein_coding
ENSG00000260942.1	chr2	CAPN10-AS1	4000	antisense
ENSG00000142330.18	chr2	CAPN10	7474	protein_coding
ENSG00000178623.10	chr2	GPR35	5089	protein_coding
ENSG00000276949.1	chr2	RP11-118M12.1	283	processed_pseudogene
ENSG00000185176.11	chr2	AQP12B	3303	protein_coding
ENSG00000219159.4	chr2	AC011298.2	3398	lincRNA
ENSG00000184945.12	chr2	AQP12A	1742	protein_coding
ENSG00000274977.1	chr2	RP11-118M12.2	482	processed_pseudogene
ENSG00000130294.13	chr2	KIF1A	12357	protein_coding
ENSG00000172482.4	chr2	AGXT	4459	protein_coding
ENSG00000172478.16	chr2	C2orf54	2772	protein_coding
ENSG00000226321.5	chr2	AC104809.3	5978	protein_coding
ENSG00000233392.4	chr2	AC104809.4	2656	processed_transcript
ENSG00000223991.1	chr2	AC104809.2	2345	antisense
ENSG00000162804.12	chr2	SNED1	13592	protein_coding
ENSG00000229996.1	chr2	AC093585.6	428	antisense
ENSG00000225521.1	chr2	AC005237.4	559	antisense
ENSG00000122085.15	chr2	MTERF4	9938	protein_coding
ENSG00000115687.12	chr2	PASK	10686	protein_coding
ENSG00000235861.1	chr2	AC005237.2	219	processed_pseudogene
ENSG00000115685.13	chr2	PPP1R7	3781	protein_coding
ENSG00000146205.12	chr2	ANO7	5695	protein_coding
ENSG00000115677.15	chr2	HDLBP	12182	protein_coding
ENSG00000266621.1	chr2	AC104841.1	98	miRNA
ENSG00000281551.1	chr2	snoMe28S-Am2634	78	snoRNA
ENSG00000168385.16	chr2	SEPT2	7378	protein_coding
ENSG00000223374.1	chr2	AC005104.3	442	antisense
ENSG00000006607.12	chr2	FARP2	14413	protein_coding
ENSG00000263752.1	chr2	MIR3133	78	miRNA
ENSG00000224232.1	chr2	AC110299.5	678	processed_pseudogene
ENSG00000115694.13	chr2	STK25	7584	protein_coding
ENSG00000234235.1	chr2	BOK-AS1	643	antisense
ENSG00000176720.4	chr2	BOK	2657	protein_coding
ENSG00000273113.1	chr2	RP11-367H1.1	805	lincRNA
ENSG00000176946.10	chr2	THAP4	3147	protein_coding
ENSG00000207186.1	chr2	RNA5SP122	108	rRNA
ENSG00000168397.15	chr2	ATG4B	6638	protein_coding
ENSG00000168393.11	chr2	DTYMK	2451	protein_coding
ENSG00000228989.1	chr2	AC133528.2	415	antisense
ENSG00000168395.13	chr2	ING5	8200	protein_coding
ENSG00000235351.1	chr2	AC114730.11	584	antisense
ENSG00000180902.15	chr2	D2HGDH	5279	protein_coding
ENSG00000215692.2	chr2	AC114730.8	472	antisense
ENSG00000234793.1	chr2	AC114730.7	668	antisense
ENSG00000154252.11	chr2	GAL3ST2	1370	protein_coding
ENSG00000215023.2	chr2	AC114730.5	739	antisense
ENSG00000224272.2	chr2	AC114730.3	2250	antisense
ENSG00000204099.10	chr2	NEU4	4689	protein_coding
ENSG00000235151.1	chr2	AC114730.2	571	lincRNA
ENSG00000188389.9	chr2	PDCD1	2114	protein_coding
ENSG00000188011.5	chr2	RTP5	2606	protein_coding
ENSG00000233806.6	chr2	LINC01237	1601	processed_transcript
ENSG00000216921.6	chr2	AC131097.4	674	lincRNA
ENSG00000237940.3	chr2	AC093642.3	2854	lincRNA
ENSG00000280119.1	chr2	AC093642.1	4805	TEC
ENSG00000226423.1	chr2	AC093642.4	565	lincRNA
ENSG00000232002.1	chr2	AC093642.6	561	lincRNA
ENSG00000261186.2	chr2	RP11-341N2.1	1107	antisense
ENSG00000220804.7	chr2	AC093642.5	1931	transcribed_unprocessed_pseudogene
ENSG00000224160.1	chr2	CICP10	198	processed_pseudogene
ENSG00000244528.1	chr2	AC134873.1	183	processed_pseudogene
ENSG00000271153.1	chr2	ABC7-43041300I9.1	454	processed_pseudogene
ENSG00000223587.1	chr3	AY269186.1	590	lincRNA
ENSG00000224918.1	chr3	AY269186.2	399	lincRNA
ENSG00000224318.4	chr3	CHL1-AS2	883	processed_transcript
ENSG00000134121.8	chr3	CHL1	11861	protein_coding
ENSG00000252017.1	chr3	RNU6-1194P	104	snRNA
ENSG00000231660.1	chr3	RPS8P6	609	processed_pseudogene
ENSG00000234661.2	chr3	CHL1-AS1	1149	antisense
ENSG00000224957.4	chr3	LINC01266	4075	lincRNA
ENSG00000238075.1	chr3	RPSAP32	526	processed_pseudogene
ENSG00000224239.1	chr3	AC090044.2	497	lincRNA
ENSG00000235158.1	chr3	AC087430.1	3699	lincRNA
ENSG00000244169.3	chr3	RN7SL120P	296	misc_RNA
ENSG00000134115.11	chr3	CNTN6	5589	protein_coding
ENSG00000232563.1	chr3	CRB3P1	276	processed_pseudogene
ENSG00000184423.5	chr3	AC090043.1	469	processed_pseudogene
ENSG00000214074.3	chr3	RPL23AP39	405	processed_pseudogene
ENSG00000214073.2	chr3	RPL21P17	475	processed_pseudogene
ENSG00000225044.1	chr3	RP11-204C23.1	357	lincRNA
ENSG00000223040.1	chr3	RN7SKP144	279	misc_RNA
ENSG00000144619.13	chr3	CNTN4	9120	protein_coding
ENSG00000227588.2	chr3	CNTN4-AS2	426	lincRNA
ENSG00000230398.1	chr3	HINT2P1	481	processed_pseudogene
ENSG00000225310.1	chr3	DNAJC19P4	345	processed_pseudogene
ENSG00000237990.3	chr3	CNTN4-AS1	2078	antisense
ENSG00000091181.18	chr3	IL5RA	6600	protein_coding
ENSG00000253049.1	chr3	SNORA43	103	snoRNA
ENSG00000072756.15	chr3	TRNT1	5518	protein_coding
ENSG00000281584.1	chr3	AC024060.1	63	protein_coding
ENSG00000113851.12	chr3	CRBN	7163	protein_coding
ENSG00000271870.1	chr3	RP11-97C16.1	494	antisense
ENSG00000223727.5	chr3	AC026188.1	1337	lincRNA
ENSG00000223036.1	chr3	AC024158.1	123	miRNA
ENSG00000144455.12	chr3	SUMF1	6952	protein_coding
ENSG00000175928.5	chr3	LRRN1	4264	protein_coding
ENSG00000229241.1	chr3	PNPT1P1	2315	processed_pseudogene
ENSG00000170364.11	chr3	SETMAR	3567	protein_coding
ENSG00000234325.1	chr3	MRPS10P2	381	processed_pseudogene
ENSG00000231249.1	chr3	ITPR1-AS1	858	antisense
ENSG00000150995.16	chr3	ITPR1	12895	protein_coding
ENSG00000235947.1	chr3	EGOT	1464	lincRNA
ENSG00000275981.1	chr3	EGOT	353	misc_RNA
ENSG00000281217.1	chr3	AC018816.1	97	miRNA
ENSG00000235978.5	chr3	AC018816.3	1251	antisense
ENSG00000235831.5	chr3	BHLHE40-AS1	2717	antisense
ENSG00000134107.4	chr3	BHLHE40	3837	protein_coding
ENSG00000230182.1	chr3	RNF10P1	369	processed_pseudogene
ENSG00000224082.1	chr3	UBTFL8	2112	unprocessed_pseudogene
ENSG00000207283.1	chr3	Y_RNA	102	misc_RNA
ENSG00000237566.1	chr3	AC090955.5	235	processed_pseudogene
ENSG00000134108.11	chr3	ARL8B	3576	protein_coding
ENSG00000233912.1	chr3	AC026202.3	672	antisense
ENSG00000268509.2	chr3	RP11-572B2.1	1127	antisense
ENSG00000134109.9	chr3	EDEM1	6758	protein_coding
ENSG00000265180.1	chr3	MIR4790	79	miRNA
ENSG00000241227.3	chr3	RN7SL553P	298	misc_RNA
ENSG00000230944.1	chr3	AC026202.5	585	lincRNA
ENSG00000229642.1	chr3	AC027119.1	467	lincRNA
ENSG00000226022.1	chr3	AC026167.1	299	lincRNA
ENSG00000232958.1	chr3	AC091069.1	241	unprocessed_pseudogene
ENSG00000189229.10	chr3	AC069277.2	3023	lincRNA
ENSG00000226258.5	chr3	GRM7-AS3	2974	lincRNA
ENSG00000223719.1	chr3	AC024162.2	432	processed_pseudogene
ENSG00000196277.14	chr3	GRM7	8214	protein_coding
ENSG00000236152.1	chr3	MRPS36P1	307	processed_pseudogene
ENSG00000237665.1	chr3	GRM7-AS2	520	antisense
ENSG00000236202.1	chr3	GRM7-AS1	507	antisense
ENSG00000270207.1	chr3	RP11-157E16.1	1008	antisense
ENSG00000227110.5	chr3	LMCD1-AS1	6458	antisense
ENSG00000266293.1	chr3	AC069276.1	85	miRNA
ENSG00000228351.1	chr3	AC018832.1	566	lincRNA
ENSG00000253081.1	chr3	RNU4ATAC17P	120	snRNA
ENSG00000231401.1	chr3	AC023481.1	938	lincRNA
ENSG00000071282.10	chr3	LMCD1	9955	protein_coding
ENSG00000224884.1	chr3	AC034187.2	561	lincRNA
ENSG00000125046.13	chr3	SSUH2	6279	protein_coding
ENSG00000215160.2	chr3	OR7E122P	1017	unprocessed_pseudogene
ENSG00000265330.1	chr3	AC034187.4	77	miRNA
ENSG00000264097.1	chr3	AC034187.1	69	miRNA
ENSG00000266275.1	chr3	AC034187.5	80	miRNA
ENSG00000265169.1	chr3	AC034187.3	88	miRNA
ENSG00000182533.6	chr3	CAV3	1956	protein_coding
ENSG00000180914.9	chr3	OXTR	4514	protein_coding
ENSG00000266778.1	chr3	AC068312.1	97	miRNA
ENSG00000070950.8	chr3	RAD18	6983	protein_coding
ENSG00000281863.1	chr3	SNORA43	138	snoRNA
ENSG00000199815.2	chr3	SNORA17	126	snoRNA
ENSG00000196220.14	chr3	SRGAP3	18924	protein_coding
ENSG00000224808.1	chr3	SRGAP3-AS1	428	antisense
ENSG00000228723.5	chr3	SRGAP3-AS2	1439	antisense
ENSG00000227929.3	chr3	SRGAP3-AS3	567	antisense
ENSG00000235830.1	chr3	SRGAP3-AS4	377	lincRNA
